	MEF	isp2	MEFDet	isp2Det
1434539_at	43.1	12.8	P	A
1434548_at	229.3	476.8	A	P
1434550_at	34.1	33.9	A	P
1434556_at	72.5	299.3	A	P
1434558_at	181.1	521.7	P	P
1434559_at	162.9	1957.1	P	P
1434562_at	735.5	787.6	P	P
1434564_at	816.1	1069.5	P	P
1434565_at	1235.3	249.9	P	P
1434566_a_at	446.5	683.6	P	P
1434567_at	559.7	735.3	P	P
1434568_at	368.8	343.8	P	P
1434570_at	626.4	1767.1	P	P
1434571_at	150.2	457.8	P	P
1434572_at	37.7	32.4	P	P
1434573_at	7.1	28.3	A	A
1434574_at	340.9	858.1	P	P
1434576_at	225.4	293.3	P	P
1434577_at	412.3	906.5	P	P
1434580_at	281.3	340.3	P	P
1434581_at	19.2	158.3	A	P
1434582_at	41.7	32.7	A	A
1434583_at	88.7	2.1	A	A
1434584_a_at	34.4	14.4	A	A
1434590_at	170.8	62.4	A	P
1434591_at	232.2	101.7	P	P
1434592_at	144	43.6	P	A
1434593_at	257.6	319.1	P	P
1434594_at	13	157.3	A	P
1434595_at	55.3	21.1	A	A
1434601_at	34.2	30.8	A	A
1434602_at	592.5	1274.7	P	P
1434603_at	879	2613	P	P
1434613_at	450.8	1967	P	P
1434619_at	420.7	730.9	P	P
1434621_at	18	61.9	A	A
1434622_at	310.2	166.5	P	P
1434626_at	424.6	667.7	A	P
1434629_at	98.9	378.2	A	P
1434630_at	968.4	1310	P	P
1434631_at	5.6	75.7	A	A
1434632_at	6.8	29.7	A	A
1434634_at	11.7	94.7	A	M
1434635_at	72	71.6	A	A
1434636_at	82	79.4	P	P
1434638_at	121.1	17.7	A	A
1434639_at	21.1	20.1	A	A
1434640_at	6.6	12.8	A	A
1434645_at	797.1	59.7	P	P
1434647_at	25.7	23.5	A	A
1434650_at	241.2	830.6	P	P
1434652_at	889	439.3	P	A
1434654_at	853.7	930	P	P
1434655_at	500.2	279.7	P	P
1434656_at	449.6	442.3	P	P
1434657_at	1096.3	188.9	P	P
1434660_at	906.2	1591.5	P	P
1434662_at	327.6	155.1	P	P
1434663_at	590.1	1079.5	P	P
1434664_at	1252.3	1822.2	P	P
1434665_at	1948.9	973.8	P	P
1434666_at	454.5	565.2	P	P
1434667_at	31.7	23	A	A
1434668_at	1427.1	2639.2	P	P
1434669_at	12	277.2	A	P
1434670_at	4.2	72.1	A	P
1434671_at	8	534.4	A	P
1434672_at	3.7	3.2	A	A
1434673_at	11.1	10.6	A	A
1434675_at	58	523.6	M	P
1434677_at	156.2	154.8	A	P
1434678_at	155.7	122.9	P	P
1434680_at	496.7	376.3	P	P
1434682_at	293.2	1624.4	P	P
1434683_at	435.6	80.5	P	P
1434684_at	265.3	65	A	A
1434685_at	1.7	4.8	A	A
1434686_at	493.1	834.3	P	P
1434687_at	120.2	87.9	P	P
1434689_at	882	301.7	P	P
1434693_at	20.9	63.3	A	P
1434696_at	795.4	1056.7	P	P
1434699_at	177.7	1565.3	P	P
1434700_at	97.5	1068.4	P	P
1434701_at	2183.2	971.8	P	P
1434706_at	684.7	618.8	P	P
1434707_at	604.6	620.4	P	P
1434708_at	688.3	544.7	P	P
1434710_at	313.4	1037.9	P	P
1434711_at	657.4	1342.1	P	P
1434712_at	794.5	879.6	P	P
1434713_at	757.2	1141.5	P	P
1434715_at	94.2	41.8	A	P
1434716_at	10.5	5.9	A	A
1434717_at	372.3	1138.7	P	P
1434718_at	224.8	498.9	P	P
1434720_at	8.4	346.7	A	P
1434721_at	416	1044.5	P	P
1434722_at	6.8	3.7	A	A
1434723_at	88.1	68.5	A	P
1434724_at	309.8	376.4	A	P
1434725_at	4.8	40.1	A	P
1434726_at	32.6	90.6	A	P
1434727_at	10.6	33.6	A	A
1434728_at	49.2	9.4	A	A
1434729_at	415.1	423.3	P	P
1434730_at	69.8	55.1	A	P
1434733_at	69.8	182.3	A	P
1434734_at	88.6	730.7	P	P
1434737_at	324.6	488.3	P	P
1434738_at	141.6	273.2	A	P
1434740_at	1110.3	78.6	P	P
1434741_at	63.5	103.5	A	P
1434742_s_at	78.5	121.2	A	P
1434746_at	91.5	2047.4	P	P
1434749_at	307.5	529.4	P	P
1434750_at	1599.1	1317	P	P
1434753_at	595.5	949.4	P	P
1434754_at	762.2	382.8	P	P
1434756_at	160	56.5	A	A
1434758_at	1681.7	114.8	P	A
1434759_at	4.2	0.9	A	A
1434760_at	48.3	1.2	A	A
1434761_at	7	11.6	A	A
1434762_at	44.7	47.6	A	A
1434763_at	111.9	38	P	P
1434764_at	494.6	1504.5	P	P
1434765_at	839.7	2206.2	P	P
1434766_at	6.8	401.7	A	P
1434769_at	356.1	307.8	P	P
1434770_at	177.1	654.5	P	P
1434771_at	476	356.7	P	P
1434774_at	59.9	431.7	A	P
1434778_at	301.4	2750.2	P	P
1434779_at	38.5	2.3	A	A
1434780_at	6.8	136.8	A	A
1434781_at	151.5	65.6	P	P
1434782_at	1687.1	1275.6	P	P
1434786_at	134.3	138.4	P	P
1434788_at	87.2	154.4	A	P
1434789_at	558.8	769.7	P	P
1434792_at	235.9	312.6	P	P
1434794_at	32.7	134.2	A	P
1434795_at	292.6	188.6	P	P
1434797_at	2020	242.8	P	P
1434798_at	57.4	26.9	A	M
1434800_at	8.4	18.8	A	A
1434802_s_at	174.9	1.2	P	A
1434804_at	209.9	505	P	P
1434806_at	68.4	208.9	A	P
1434807_s_at	89.1	222.3	P	P
1434808_at	135.5	829.2	P	P
1434809_at	679.3	384.2	P	P
1434810_a_at	17.4	1.3	A	A
1434811_at	5.9	3.3	A	A
1434812_s_at	156.9	118.4	A	A
1434815_a_at	698.3	1155.4	P	P
1434816_at	270.3	268.2	P	P
1434817_s_at	276.3	1003.4	P	P
1434818_at	57.5	12.4	A	A
1434819_at	5	5.9	A	A
1434822_at	1624.6	886.2	P	P
1434825_at	2105.3	248.7	P	P
1434826_at	244.9	488.9	P	P
1434828_at	1621.5	333.8	P	P
1434829_at	1400.7	1541.9	P	P
1434830_at	154.4	111.8	A	P
1434833_at	124.9	102.5	P	P
1434834_at	364.1	472.2	P	P
1434835_at	734.7	4458.7	P	P
1434837_at	515.4	1522.8	P	P
1434838_at	31.4	87.1	A	A
1434841_at	276.6	1001.3	P	P
1434843_at	629.5	2484.5	P	P
1434845_at	287.9	276.6	P	P
1434847_at	203.1	44.5	P	A
1434848_at	138.8	213.7	P	P
1434849_at	518.3	473.1	P	P
1434855_at	565.5	949	P	P
1434857_at	44.4	39.7	A	A
1434858_x_at	120.9	172.8	P	P
1434860_at	375.6	781.1	P	P
1434861_at	86.9	504.1	M	P
1434862_at	5.6	31.6	A	A
1434863_at	219.2	162.9	P	P
1434864_at	912.8	227.2	P	P
1434867_at	219	504.4	A	P
1434869_at	130.7	176.9	P	P
1434870_at	384.8	1118.2	P	P
1434873_a_at	101.7	224.5	A	P
1434874_x_at	15.3	95.1	A	A
1434876_at	549.6	1072.1	P	P
1434878_at	22.6	1.3	A	A
1434880_at	972.1	490.1	P	P
1434885_at	194.5	87.6	P	P
1434887_at	1510.1	220	P	P
1434890_at	719.8	1580	P	P
1434891_at	1652.3	1722.9	P	P
1434894_at	221.9	417.4	P	P
1434895_s_at	433.4	336.2	P	P
1434902_at	147.4	135.6	A	P
1434903_s_at	242.3	14.6	P	A
1434905_at	44.3	468.9	A	P
1434907_at	486.5	783.3	P	P
1434908_at	261.2	540.7	P	P
1434909_at	110.8	1145.2	P	P
1434910_at	242.5	2552.1	P	P
1434911_s_at	267.4	1115.6	P	P
1434912_at	5.2	14.7	A	A
1434913_at	27.8	59.2	A	P
1434915_s_at	1.9	2	A	A
1434916_at	547.2	550.9	P	P
1434917_at	52.3	2067.9	A	P
1434918_at	76.4	78.8	A	A
1434919_at	163.6	308.2	P	P
1434921_at	1.8	1.2	A	A
1434925_at	47.6	0.4	A	A
1434926_at	222.4	355.7	P	P
1434928_at	1226.2	408.4	P	P
1434929_at	31.4	10.3	A	A
1434933_at	421.7	742	P	P
1434934_at	1437.6	1378.9	P	P
1434936_at	1158.6	3951.7	P	P
1434939_at	235.3	61.5	P	P
1434945_at	185.6	49.1	P	A
1434947_at	8.6	44.5	A	A
1434948_at	89.7	224.4	A	P
1434949_at	254.6	844.6	P	P
1434950_a_at	1031.8	1615.6	P	P
1434951_at	455.6	642.6	P	P
1434952_at	33.6	130.9	A	A
1434955_at	20.1	1.6	A	A
1434956_at	143.8	532.8	P	P
1434957_at	570.1	277.7	P	P
1434960_at	132.6	65.2	A	A
1434961_at	301.4	370.7	M	P
1434963_at	434.7	479.7	P	P
1434965_at	121	71.8	P	P
1434966_at	607.1	474.3	P	P
1434967_at	1844.7	544.9	P	P
1434969_at	60.2	572.3	A	P
1434973_at	5.2	4.3	A	A
1434974_at	1.3	180.7	A	P
1434977_at	222.6	278	P	P
1434978_at	328.4	495.9	P	P
1434979_at	665.8	502.8	P	P
1434980_at	38.5	38	A	P
1434982_at	2.1	22.4	A	A
1434983_at	3.2	6.5	A	A
1434984_at	61.9	159.2	A	P
1434989_at	26.6	55	A	P
1434990_at	2.4	6.3	A	A
1434991_at	709.5	464.8	P	P
1434993_at	9.1	3.6	A	A
1434996_at	399.4	643.8	P	P
1434997_at	233.2	390.3	P	P
1435000_at	394.8	684.1	P	P
1435001_at	193	1396.9	P	P
1435002_at	820.2	1411.2	P	P
1435004_at	718.2	650.2	P	P
1435005_at	200.3	1385.1	P	P
1435008_at	692.4	460.7	P	P
1435009_at	450.5	206.8	P	P
1435010_at	594.2	637.6	P	P
1435014_at	166.5	116.2	P	P
1435016_at	797.7	481.1	P	P
1435017_at	881.2	1612.1	P	P
1435020_at	1332.5	320.8	P	P
1435021_at	60.1	241.8	A	P
1435022_at	86.2	11.2	P	A
1435024_at	134.7	247.5	P	P
1435025_at	380.5	388.5	P	P
1435027_at	135.2	122.9	A	P
1435028_at	579.1	702.7	P	P
1435029_at	1958.2	346.2	P	P
1435031_at	1491.3	417.9	P	P
1435032_at	133	532	P	P
1435033_at	62.7	150.4	A	P
1435034_at	134	137	P	P
1435036_at	42.4	198	A	P
1435037_at	40	53.2	A	P
1435038_s_at	13.5	20.1	A	P
1435040_at	85.5	478.7	A	P
1435043_at	89.7	61.7	A	A
1435044_at	42.1	3.5	A	A
1435045_s_at	10.5	57.3	A	P
1435046_at	7.6	77.6	A	P
1435047_at	26.2	2.7	A	A
1435048_at	8.9	4.6	A	A
1435049_s_at	83.1	108.9	A	P
1435050_at	35.8	97.2	A	P
1435051_at	198.8	493.1	P	P
1435052_at	53.5	181.7	A	P
1435059_at	1034.4	302.9	P	P
1435060_at	92.1	67.1	P	P
1435061_at	47.4	57	A	P
1435062_at	24.9	26.6	A	A
1435063_at	18.9	38.4	A	A
1435065_x_at	111.5	36	P	P
1435068_at	755.8	987.4	P	P
1435069_at	16	133.9	A	P
1435070_at	403.7	632	P	P
1435071_at	62	281.7	A	P
1435072_at	144.2	562.3	P	P
1435073_a_at	89.4	166.8	A	P
1435074_at	340.6	959.3	P	P
1435075_at	27.4	235.7	A	P
1435076_at	818.1	77.4	P	A
1435078_at	156.5	69.8	M	P
1435079_at	347.1	1117.7	P	P
1435080_x_at	289.4	1043.7	P	P
1435081_at	466	473.4	P	P
1435082_at	363.2	312.4	P	P
1435083_at	1222.4	403.8	P	P
1435084_at	262.1	1166.6	P	P
1435085_at	30	141.6	A	P
1435088_at	329.1	2267	P	P
1435090_at	102.6	258.4	A	P
1435092_at	39.8	485.2	A	P
1435093_at	458.7	490.8	P	P
1435094_at	8.7	14	A	A
1435095_at	2.8	3	A	A
1435096_at	511.9	858.8	P	P
1435098_at	68.3	30	A	A
1435099_at	922.6	2148.2	P	P
1435100_at	77.1	142.1	A	P
1435104_at	161.5	587.7	A	P
1435107_at	32.5	125	A	P
1435108_at	102	83.2	A	A
1435109_at	83.2	125.9	A	A
1435111_at	1.5	2.2	A	A
1435115_at	8.8	54	A	A
1435116_at	71.3	243	A	P
1435118_at	824.1	887.9	P	P
1435119_at	25	48.7	A	P
1435120_at	588.9	38.6	P	P
1435121_at	29.1	18	A	A
1435123_at	48.1	131.9	A	P
1435124_at	39.7	13.2	A	A
1435125_at	33.2	15.7	A	A
1435126_at	11.6	18.5	A	A
1435127_a_at	299.7	1285.4	P	P
1435131_at	27.3	216	A	P
1435132_at	85.8	140.3	P	P
1435134_at	54.3	173.6	A	P
1435135_at	201.5	218.4	A	A
1435136_at	63.9	103.2	A	P
1435138_at	7.1	1.2	A	A
1435141_at	414.3	679.5	P	P
1435142_at	66.4	138.3	A	P
1435144_at	32.5	8.6	A	A
1435145_at	13.5	0.8	A	A
1435146_s_at	19.4	2.7	A	A
1435147_x_at	2.4	4.1	A	A
1435149_at	1018.5	1344.1	P	P
1435150_at	8	18.6	A	A
1435153_at	246.2	245.6	P	P
1435154_at	5.6	3907.2	A	P
1435155_at	23.7	641.8	A	P
1435157_at	54.7	152.2	A	A
1435158_at	97.3	235	P	P
1435159_at	52.8	232.5	A	P
1435161_at	86.8	405.8	A	P
1435163_at	272.1	644	P	P
1435165_at	9.2	6.1	A	A
1435166_at	12.8	53.1	A	A
1435167_at	44.7	198.5	A	P
1435168_at	296.8	1154.3	P	P
1435171_at	64.7	205.9	P	P
1435173_at	512.4	582.9	P	P
1435175_at	322.8	9.9	A	A
1435179_at	58.5	18.3	A	A
1435180_at	279.8	184.3	P	P
1435181_at	603.5	1390.4	P	P
1435182_at	448.5	773.7	P	P
1435183_at	317.5	305.6	A	P
1435185_at	6.4	124.3	A	P
1435186_s_at	9.5	126.5	A	P
1435187_at	412.6	719.3	P	P
1435188_at	229.2	604.1	A	P
1435189_at	6.4	3.4	A	A
1435190_at	36.3	19.9	A	P
1435195_at	209.8	350.8	P	P
1435196_at	15.9	3.6	A	A
1435197_at	305.8	27.6	P	A
1435198_at	99.1	48.5	P	P
1435200_at	94.9	94.2	A	P
1435201_at	16.6	3.6	A	A
1435203_at	465.9	225.8	P	P
1435204_at	7.1	181.2	A	P
1435205_at	3.6	9.5	A	A
1435206_at	65.9	41.4	A	A
1435207_at	232	156.1	P	P
1435208_at	299.5	420.7	P	P
1435209_at	437.8	849.1	P	P
1435210_s_at	43.7	5	A	A
1435211_at	156.3	149.1	A	P
1435212_at	30.1	6.4	A	A
1435213_at	73.1	59.4	P	P
1435215_at	10.3	143.6	A	A
1435217_at	2	51	A	P
1435218_at	11.3	79.8	A	P
1435223_at	937.6	866.3	P	P
1435224_at	1781.8	1231.4	P	P
1435225_s_at	86.4	604.5	P	P
1435227_at	304.1	65.1	P	A
1435229_at	36	193.1	A	P
1435230_at	63.4	217.5	A	P
1435233_at	522.2	637.9	P	P
1435234_at	102.1	284.6	P	P
1435236_at	161.9	328.9	A	P
1435237_at	250.4	365.8	P	P
1435238_x_at	249.9	310.7	A	P
1435241_at	3656.9	1220.1	P	P
1435242_at	551.1	1029.3	P	P
1435244_at	511.4	366.4	P	P
1435245_at	4.1	458.2	A	P
1435246_at	195.2	206.5	A	A
1435247_at	589	691.3	P	P
1435248_a_at	902.8	2595.8	P	P
1435249_at	556.8	1120.3	P	P
1435251_at	117.4	360.8	P	P
1435253_at	62.2	92.9	A	P
1435254_at	61.2	170.4	P	P
1435255_at	212.6	309	A	P
1435256_at	781.6	312.1	P	P
1435257_at	310	421.5	P	P
1435260_at	171.6	81.4	M	P
1435261_at	22.1	142.9	A	P
1435262_at	247.9	292.8	P	P
1435263_at	9.7	140.5	A	A
1435264_at	470.6	114.1	P	P
1435265_at	120.4	26.5	A	P
1435266_at	5.9	325.3	A	P
1435267_at	219.3	1261.8	P	P
1435268_at	4.3	41.2	A	P
1435273_at	478.8	224.4	P	P
1435274_at	53.5	202.1	P	P
1435278_at	30.9	151.5	A	P
1435279_at	148	342.5	A	P
1435280_at	521	133.2	P	P
1435281_at	732.8	700.1	P	P
1435282_at	105.1	213.9	P	P
1435283_s_at	46.3	99.6	A	A
1435284_at	412.1	1208.3	P	P
1435285_at	70.1	101.8	P	P
1435286_at	1.8	18.4	A	A
1435287_at	4.2	2.2	A	A
1435289_at	133.3	246.3	A	A
1435291_at	659.7	917.1	P	P
1435292_at	85.1	145.4	A	P
1435293_at	58.8	93	A	P
1435294_at	15	10.9	A	A
1435295_at	188.7	166.6	P	P
1435296_at	48.4	34.8	A	A
1435297_at	5.5	7.9	A	A
1435298_at	79.3	89.2	A	A
1435299_at	182.9	237.9	A	P
1435302_at	163.7	753.7	P	P
1435303_at	464.4	1587.7	P	P
1435305_at	4.7	20.7	A	A
1435307_at	6.5	16.4	A	A
1435308_at	8	590.1	A	P
1435310_at	104.2	22.9	A	A
1435311_s_at	12.8	13.9	A	A
1435312_at	8.6	24.8	A	A
1435313_at	8.5	9.9	A	A
1435314_at	19.8	11.3	A	A
1435318_at	2.6	3.1	A	A
1435319_at	702.1	416	P	P
1435320_at	313.7	1432.8	A	P
1435325_at	786.6	552	P	P
1435328_at	864.2	433.1	P	P
1435329_at	336.8	297.7	P	P
1435332_at	147.1	53	P	A
1435334_at	294.6	203.8	M	P
1435337_at	363.7	24.5	P	A
1435338_at	949.6	558.2	P	P
1435339_at	1210.9	660.9	P	P
1435340_at	573.4	759.1	P	P
1435342_at	244.3	418.9	P	P
1435343_at	61.5	12	A	A
1435344_at	217.9	1309.1	A	P
1435345_at	298.1	342.2	P	P
1435346_at	107.3	70.6	P	P
1435348_at	184.4	301.2	P	P
1435349_at	896	1070.1	P	P
1435351_at	50.3	297	P	P
1435354_at	44.1	21.6	P	P
1435355_at	1.5	1.9	A	A
1435356_at	767.7	1014.3	A	P
1435359_at	192.4	81.4	P	M
1435361_at	19.5	27.2	A	A
1435363_at	93.6	750.6	M	P
1435365_at	10.9	69.3	A	A
1435366_at	24.4	180.9	A	P
1435367_at	11.3	305.8	A	P
1435373_at	241.5	66	P	P
1435374_at	290	2899.6	P	P
1435377_at	493.6	973.6	P	P
1435378_at	14.4	3.4	A	A
1435379_at	842.2	1716.3	P	P
1435380_at	983.4	781.2	P	P
1435381_at	4.5	107	A	M
1435384_at	150.3	258.8	P	P
1435385_at	301.7	3	P	A
1435387_at	67.2	10.1	M	A
1435388_at	96	192.1	A	P
1435389_at	3.9	91.1	A	P
1435391_at	82.9	301.6	M	P
1435392_at	31.5	23.7	A	M
1435393_at	14.5	3.2	A	A
1435396_at	130.6	58.2	P	P
1435397_at	384.8	2943.7	P	P
1435398_at	56.8	98.2	A	P
1435399_at	5.8	30.6	A	P
1435400_at	148.7	236.8	P	P
1435401_at	176.7	253.6	P	P
1435402_at	144.1	195	P	P
1435403_at	86.5	330.1	A	P
1435404_at	43.4	21.3	A	A
1435406_at	389.1	286.3	P	P
1435407_at	39.3	97.5	A	P
1435408_at	6.3	23.6	A	P
1435409_at	130.3	19.4	P	A
1435410_at	55.2	53.9	A	P
1435411_at	13	66.8	A	A
1435412_at	71.3	135.5	A	P
1435419_at	119.5	38.5	P	A
1435421_at	141.8	582.7	A	A
1435422_at	706.2	131.9	A	A
1435423_x_at	1098.2	555.2	P	P
1435424_x_at	3.5	0.2	A	A
1435425_at	28.3	149.1	A	A
1435426_s_at	8.1	103.6	A	P
1435427_x_at	36.8	132	A	M
1435428_at	103.2	189.7	M	P
1435432_at	451.9	378.4	P	P
1435433_at	102.6	70.9	P	P
1435434_at	156.8	1109.7	P	P
1435435_at	3.9	41.4	A	P
1435436_at	166.9	1532.9	P	P
1435437_at	1498.4	624	P	P
1435438_at	2.1	9.8	A	A
1435439_at	1283.4	1200.3	P	P
1435440_at	521.4	659	P	P
1435441_at	26.5	140.6	A	P
1435443_at	307.9	544.8	P	P
1435445_at	44.7	721.7	A	P
1435451_at	161.1	552	P	P
1435452_at	215.6	368.8	P	P
1435453_at	40.8	92.7	A	P
1435455_at	1014.9	390	P	P
1435456_at	591.9	70.9	P	M
1435457_at	121.6	810.2	P	P
1435459_at	3.3	1.9	A	A
1435460_at	553.5	63	P	P
1435461_at	239.2	271.2	P	P
1435462_at	312.5	143.7	P	P
1435464_at	171.6	83.1	P	P
1435465_at	11	25.6	A	A
1435466_at	8.8	49.5	A	A
1435467_at	68.9	134.2	A	A
1435469_at	475.5	404.3	P	P
1435470_at	127.7	149	P	P
1435471_at	37	129.7	A	P
1435472_at	551	244.8	P	P
1435473_at	98.3	227.7	P	P
1435474_at	528.1	956.2	P	P
1435475_at	1215.8	670.9	P	P
1435478_at	837.7	1518.2	P	P
1435480_at	4.9	591.4	A	P
1435481_at	100.8	216.7	A	P
1435482_at	47	23.8	A	A
1435483_x_at	424.8	396.6	P	P
1435484_at	1369.3	425.3	P	P
1435485_at	347.8	314.1	P	P
1435486_at	218.2	55.4	P	P
1435487_at	4.3	27.5	A	P
1435488_at	616	146.6	P	P
1435489_at	51.7	27.5	A	M
1435490_at	19.5	78.4	A	A
1435491_at	134	108.7	P	P
1435492_at	92.1	338.7	P	P
1435497_at	55.3	1515.6	A	P
1435498_at	477.8	154.5	P	P
1435499_at	34.6	26.2	P	M
1435500_at	6.7	20.8	A	A
1435501_at	54.5	131.8	A	P
1435503_at	52.2	87	A	P
1435505_at	1646.1	1311.1	P	P
1435506_at	8.9	21.2	A	A
1435510_at	3.9	75.5	A	P
1435511_at	37.3	40.8	A	A
1435512_at	83.2	157.7	A	P
1435513_at	17.9	8.4	A	A
1435514_at	29.6	114.5	M	P
1435515_at	21.4	4.9	A	A
1435516_x_at	109.9	311.5	A	P
1435520_at	98.1	565.8	P	P
1435521_at	73.6	396.3	A	P
1435523_s_at	114.2	58.8	P	P
1435529_at	58.9	39.3	A	A
1435531_at	404	183	P	M
1435535_at	162.7	716.9	P	P
1435536_at	522	445.7	P	P
1435538_at	363.5	790.2	M	P
1435539_at	23.7	179	A	P
1435540_at	512.6	164.5	P	P
1435542_s_at	3035.5	1216.7	P	P
1435543_at	160.2	523.1	P	P
1435544_at	1953.3	1469.4	P	P
1435545_at	104.9	812.2	M	P
1435546_a_at	892.9	969.5	P	P
1435547_at	1154.5	640.1	P	P
1435548_at	733.5	304.9	P	P
1435549_at	158.5	431.2	P	P
1435550_at	735	936.6	P	P
1435552_at	930.2	600.5	P	P
1435553_at	3.8	61.2	A	P
1435554_at	4107.2	369.5	P	P
1435555_at	166.5	975	M	P
1435556_at	203.9	395	P	P
1435557_at	167.7	149.9	A	A
1435558_at	6.8	148.7	A	P
1435560_at	9.3	132.5	A	P
1435562_at	148	182.1	P	P
1435563_at	154.1	279.1	P	P
1435564_at	23.6	13.7	A	A
1435566_s_at	1153.7	877.1	P	P
1435568_at	357.3	740.7	M	P
1435569_at	11.3	1.4	A	A
1435570_s_at	69.5	37.4	A	A
1435571_at	63	111.6	A	A
1435574_at	3.2	108.4	A	P
1435575_at	621.6	2209.5	P	P
1435576_at	88.8	553.7	A	P
1435579_at	12.2	26.3	A	P
1435580_at	1803.7	575.7	P	P
1435581_at	9.6	5.1	A	A
1435582_at	5.2	7.1	A	A
1435583_at	1.3	9.2	A	A
1435584_at	87.7	2.2	P	A
1435585_at	4.9	79.1	A	P
1435588_at	252	528.8	P	P
1435589_at	570.9	184.6	P	P
1435590_at	6.2	45.2	A	A
1435591_at	18.1	110.6	A	P
1435594_at	46.2	400.2	A	P
1435595_at	235.6	216.6	P	P
1435596_at	19.6	10.8	A	A
1435597_at	251.3	1428.3	P	P
1435598_at	111.2	79.6	A	M
1435599_at	4.7	10.4	A	A
1435600_s_at	12.1	49.5	A	A
1435601_at	353.5	128.9	P	P
1435603_at	12	59.7	A	A
1435604_at	85.6	154.5	P	P
1435605_at	63.1	610.2	A	P
1435606_at	76	37.1	A	M
1435607_at	26.9	17.1	A	A
1435608_at	392.1	558.4	P	P
1435609_at	131.9	161.9	M	P
1435610_at	11.6	99.4	A	P
1435612_at	11.2	12.7	A	A
1435615_at	114.2	135.2	P	P
1435616_at	3676.1	916.2	P	P
1435617_at	75.3	220.8	P	P
1435618_at	100.7	515.2	A	P
1435619_at	45.7	234.7	A	P
1435620_at	714.2	352.7	P	P
1435621_at	7.9	2.3	A	A
1435623_at	12.7	54.1	A	A
1435624_at	2.8	36.1	A	A
1435629_at	3.1	12.8	A	A
1435632_at	286.6	376.1	P	P
1435633_at	203.7	420.8	P	P
1435636_at	929.1	1946.5	P	P
1435640_x_at	401	4.9	P	A
1435641_at	42	261.5	A	P
1435642_at	39.7	60.5	A	M
1435644_at	1660.6	44.9	P	A
1435645_at	794.8	156.2	P	A
1435646_at	347	528	P	P
1435647_at	226.3	298	P	P
1435648_at	28.2	270.5	A	P
1435649_at	280.4	119.3	P	P
1435650_at	6.8	68.4	A	P
1435653_at	1412.2	665.8	P	P
1435654_at	36.6	513.4	A	P
1435656_at	140.6	705.5	P	P
1435657_at	21.6	538.8	A	P
1435658_at	83.6	140.9	P	P
1435661_at	889.4	1224.6	P	P
1435662_at	392.2	843	P	P
1435663_at	25.5	7.3	P	A
1435664_at	16.4	314.5	A	P
1435665_at	6	92.2	A	P
1435667_at	173	133.5	P	P
1435668_at	180.7	38.1	A	A
1435670_at	161.5	29.6	P	A
1435671_at	112.3	319.3	A	P
1435672_at	299.7	72	P	P
1435673_at	50.2	19.4	A	P
1435674_at	207.3	291.6	A	P
1435675_at	350.2	302.5	P	P
1435676_at	802.3	726.9	P	P
1435677_at	180.7	181.3	P	P
1435678_at	74.8	6.9	A	A
1435679_at	79.9	234.1	A	P
1435682_at	374.5	781.4	P	P
1435686_at	167.3	159.5	P	P
1435687_at	5.8	13.7	A	A
1435688_at	11.3	8.3	A	A
1435689_at	257.7	534.6	P	P
1435691_at	202.3	181.8	P	P
1435692_at	188.4	98.4	P	P
1435693_at	74	32.1	A	A
1435694_at	7.8	92.5	A	P
1435696_s_at	138.7	310.3	P	P
1435698_at	350	809.3	P	P
1435699_at	114.8	16.6	A	A
1435700_at	98.9	150.4	A	P
1435701_at	19.6	112.8	A	P
1435703_at	207.5	26.8	P	M
1435704_at	41.8	431.3	A	P
1435705_at	77.4	544	A	P
1435706_at	104.3	69	A	A
1435707_at	22.2	22.4	A	P
1435708_at	3	24.8	A	A
1435710_at	2.2	1.8	A	A
1435711_at	69.3	124.9	A	A
1435713_at	27	588.9	A	P
1435717_at	153.2	192.8	P	P
1435718_at	113.2	433.3	A	P
1435719_at	15.5	83.6	A	P
1435720_at	49.4	37	A	P
1435721_at	59.6	56.1	A	A
1435722_at	31	47.9	A	A
1435723_at	96	62.4	P	P
1435724_at	5.1	5	A	A
1435726_at	28.9	17.2	A	A
1435727_s_at	1782.5	1368.5	P	P
1435728_at	163	316.7	P	P
1435730_at	11.6	5.3	A	A
1435739_at	1712.8	731.9	P	P
1435740_at	2507.1	655.8	P	P
1435741_at	158.6	22.8	P	A
1435743_at	392.1	87.6	P	P
1435744_at	11.6	1166.2	A	P
1435745_at	1432.5	217.5	P	P
1435746_at	88.5	324.1	P	P
1435748_at	51.9	66.5	A	P
1435749_at	56.4	32.3	A	A
1435750_at	137.6	79.1	A	P
1435751_at	23.2	6.3	A	A
1435752_s_at	61.5	1.9	A	A
1435753_a_at	1716	3108.3	P	P
1435760_at	3.6	9.9	A	A
1435761_at	2.7	3.6	A	A
1435763_at	410.7	428	P	P
1435765_at	2.9	1.6	A	A
1435766_at	538.2	295.5	P	P
1435769_at	194.7	620.6	P	P
1435770_at	121.5	59.9	A	P
1435771_at	376.9	1274.6	P	P
1435772_at	258.5	484.6	A	P
1435773_at	278.5	557.6	P	P
1435774_at	90.7	310.5	P	P
1435775_at	78.7	98.9	A	P
1435776_at	370.9	229.3	P	M
1435777_at	5613.8	389.5	P	P
1435778_at	1303.1	2830.6	P	P
1435779_at	58.8	449.4	A	P
1435781_at	193.6	395.9	P	P
1435784_at	476.4	425.3	P	P
1435785_at	984.2	66.8	P	P
1435786_at	778.5	1645.9	P	P
