	MEF	isp2	MEFDet	isp2Det
1435787_at	346.4	76.2	P	P
1435790_at	13.8	100	A	A
1435793_at	335.5	53.4	P	A
1435794_at	408	222.5	P	P
1435795_at	213.3	216.1	P	P
1435796_at	45.4	135.9	A	P
1435797_at	364.2	211.1	P	P
1435801_at	176	668.8	P	P
1435805_at	7.1	4.5	A	A
1435806_at	514.6	239.9	P	P
1435808_at	152.3	260.3	P	P
1435809_at	185.6	116.3	P	P
1435810_at	216.5	719.6	P	P
1435813_at	3.7	39.8	A	A
1435814_at	26.7	182.9	A	P
1435815_at	30.6	94.6	A	P
1435818_at	41.1	88	A	P
1435819_at	11.3	23.5	A	A
1435822_at	193	243.1	P	P
1435825_at	41.1	50.4	A	P
1435826_at	602.8	815.8	A	P
1435827_at	225.4	213.7	P	P
1435828_at	84.7	10.7	P	M
1435829_at	36.7	28.5	A	P
1435831_at	94.3	3.1	A	A
1435832_at	57.2	15.4	A	A
1435835_at	123.3	425.2	P	P
1435836_at	107.8	961.6	P	P
1435838_at	19.4	2.7	A	A
1435839_at	6	2.6	A	A
1435841_s_at	2446.5	5163.8	P	P
1435842_at	29.7	45	A	A
1435844_at	92.7	102.6	A	A
1435845_at	18	70	A	A
1435846_x_at	111.6	147	M	P
1435848_at	109	43.4	A	A
1435849_at	8.4	33.1	A	A
1435850_at	32.5	3.5	A	A
1435851_at	0.8	14.8	A	A
1435852_at	171.1	84.5	P	A
1435854_at	24.2	40	A	P
1435858_at	3.9	6.1	A	A
1435861_at	146.3	454.1	P	P
1435867_at	11.7	623.8	A	P
1435868_at	516.8	464.1	P	P
1435874_at	226.6	554	A	P
1435875_at	184.7	374	P	P
1435876_at	43.3	9.4	A	A
1435877_at	112.6	184.3	P	P
1435878_at	188.7	424.3	P	P
1435879_at	337	188.9	P	P
1435880_at	3361.4	466.7	P	P
1435883_at	286.2	720	P	P
1435887_at	12	8.3	A	A
1435888_at	442.9	54.1	P	A
1435890_at	1005.4	814	P	P
1435891_x_at	98.2	802.9	A	P
1435892_at	74.8	43	A	M
1435893_at	8	92.6	A	P
1435894_at	17.1	21.5	A	A
1435895_at	38.6	34.6	A	M
1435897_at	25023.6	20496.6	P	P
1435899_at	140.7	462.9	P	P
1435900_at	555.4	1099.9	P	P
1435901_at	346.1	232.7	P	P
1435902_at	229.4	185.5	P	P
1435904_at	65.2	236	P	P
1435905_at	87.9	212.7	P	P
1435907_at	5.4	92	A	M
1435908_at	63.5	56.3	A	P
1435909_at	38.4	65	A	P
1435910_at	846.4	31.6	P	A
1435911_s_at	9	14.7	A	A
1435912_at	751.6	1395.3	P	P
1435913_at	218.8	911.3	P	P
1435914_at	104	138	A	P
1435915_at	79.5	58	A	P
1435916_at	199.1	193	P	P
1435917_at	156	63.4	A	A
1435918_at	8.3	2.5	A	A
1435921_at	445.5	339.7	P	P
1435922_at	288.7	679.7	P	P
1435923_at	2274.8	1428.5	P	P
1435925_at	295.2	178.8	P	P
1435926_at	102.4	288.1	P	P
1435927_at	260.1	261.9	A	A
1435928_at	24.8	7.7	A	A
1435929_at	201.4	655.3	P	P
1435930_at	147.5	398.8	P	P
1435931_at	14.4	50.1	A	P
1435932_at	18.1	4.9	A	A
1435933_at	22.2	14.2	A	A
1435935_at	197.4	275.2	P	P
1435936_at	192.7	80	P	P
1435937_at	178.2	158.6	P	P
1435938_at	733.2	1115.1	P	P
1435940_at	11.4	14.6	A	A
1435942_at	13	7.3	A	A
1435947_at	287.6	874.9	P	P
1435948_at	1705.3	738	P	P
1435952_at	260.2	328.2	P	P
1435953_at	124	313.9	P	P
1435954_at	37.1	361.2	A	P
1435955_at	934.4	96.5	P	A
1435956_at	64.9	243.3	A	P
1435957_at	16.2	3.5	A	A
1435959_at	5.2	5.9	A	A
1435960_at	25.9	59	A	P
1435961_at	111.3	84.8	A	A
1435963_at	23.9	81.1	A	A
1435968_at	7.8	38.6	A	A
1435969_at	177.3	170.5	A	P
1435971_at	58.4	238.1	A	P
1435972_at	454	204.2	P	P
1435973_at	2	102.8	A	P
1435974_at	3.2	3.8	A	A
1435975_at	130.9	172.5	A	P
1435976_at	129	114.2	A	P
1435980_x_at	31.1	25.3	A	P
1435982_at	232.5	255.9	P	P
1435983_at	58.9	55.2	A	P
1435984_at	3	72.7	A	P
1435985_at	347.4	111.2	P	A
1435987_x_at	4.6	64.1	A	P
1435990_at	21.9	4.2	A	A
1435991_at	29.6	35.8	A	A
1435992_at	7.3	26.1	A	A
1435993_at	3.4	104.5	A	P
1435994_at	63.7	21	A	P
1435996_at	9.3	1.6	A	A
1435997_at	30.7	41.5	A	A
1435999_at	26.1	15.2	A	A
1436001_at	23.1	129.4	A	A
1436002_at	51.6	81.3	A	P
1436003_at	89.8	40.3	P	A
1436004_at	243.2	215.6	P	P
1436006_at	170.7	105.6	P	P
1436008_at	52.2	217.2	A	P
1436009_at	154.6	147.5	A	P
1436010_at	23.6	99	A	P
1436011_at	229.2	99	P	P
1436013_at	3.1	3.2	A	A
1436015_s_at	2030.8	2918	P	P
1436017_at	142.6	502.8	A	P
1436018_at	380.1	311.4	P	P
1436020_at	293.7	672	P	P
1436022_at	865.5	771.6	P	P
1436023_at	835.8	2141.8	P	P
1436024_at	27.1	38.4	A	A
1436025_at	135	184.2	P	P
1436028_at	371.6	384.6	P	P
1436029_at	2187.8	157.1	P	M
1436033_at	115.4	140.5	P	P
1436035_at	18.4	343.1	A	P
1436036_at	310.6	169.7	P	A
1436037_at	159.5	35.4	A	A
1436039_at	25	18.8	A	A
1436040_at	1189.3	5448.3	P	P
1436041_at	817.3	21.4	P	A
1436043_at	36.8	18.1	A	M
1436044_at	40.3	15.7	A	A
1436045_at	42.9	149.5	A	P
1436047_at	449.5	116.5	P	P
1436051_at	232.6	434.2	P	P
1436052_at	275.9	232.8	P	P
1436053_at	248.9	429.1	P	P
1436054_at	215.8	307	P	P
1436055_at	1616.7	149.6	P	A
1436056_at	272.3	531.7	P	P
1436059_at	709.2	896.5	P	P
1436060_at	196.1	200.8	P	P
1436061_at	6.2	49.7	A	P
1436062_at	573.6	1140.2	P	P
1436063_at	499.1	4.9	P	A
1436065_at	40.2	23.7	A	A
1436067_at	63	265.3	A	P
1436068_at	395.6	554.2	A	P
1436069_at	1537.2	2779.8	P	P
1436070_at	141.9	318.3	A	P
1436071_at	148.3	464.2	P	P
1436072_at	23.4	52	A	P
1436074_at	45.4	268.8	A	P
1436075_at	13.3	58.8	A	P
1436076_at	40.3	35.4	P	P
1436080_at	7	5.1	A	A
1436081_a_at	659	1084.9	P	P
1436082_at	7.9	140.8	A	P
1436083_at	29.4	34.2	A	A
1436084_at	20.8	12.4	A	A
1436085_at	388.5	1018.9	P	P
1436086_at	13.5	2	A	A
1436087_at	44.6	0.5	A	A
1436088_at	106	301.1	P	P
1436089_at	204.5	786.7	A	P
1436090_at	2.1	2.8	A	A
1436091_at	71.6	42.9	M	P
1436093_at	42.3	47.1	A	A
1436094_at	88.7	70.2	A	A
1436095_at	44.9	177	A	M
1436096_at	5.6	122.4	A	P
1436098_at	56.6	47.2	A	A
1436099_at	187.2	70.9	P	A
1436100_at	3.5	135.6	A	P
1436101_at	608.4	217.1	P	A
1436102_at	349.1	296.1	P	P
1436103_at	482.5	352.9	P	P
1436104_a_at	110.5	84.1	P	A
1436105_at	52.9	29.4	A	A
1436106_x_at	104.5	93.1	A	A
1436107_at	75.9	226.9	A	P
1436108_at	215.4	106.3	P	P
1436109_at	18.5	1.1	A	A
1436110_at	10.6	3.9	A	A
1436111_at	12.2	5.1	A	A
1436113_a_at	2420.1	4013.7	P	P
1436114_at	60.4	473.8	A	P
1436115_at	103.5	21.8	A	P
1436116_x_at	92	146.1	P	P
1436117_at	101.2	165.7	A	P
1436118_at	342.6	668.4	P	P
1436119_at	691.5	110	P	P
1436120_at	449.8	469	P	P
1436122_at	112.8	422.8	A	P
1436123_at	61.5	4.9	A	A
1436124_at	72.9	842	A	P
1436125_at	207.8	804.7	P	P
1436126_at	5.3	4.1	A	A
1436127_at	27.4	16.7	A	A
1436128_at	98	185.5	P	P
1436129_at	10.5	1.8	A	A
1436130_s_at	139.9	38.6	A	A
1436131_at	11.9	44.9	A	A
1436132_at	245.6	11.6	M	A
1436133_at	109	50.8	A	P
1436134_at	112.3	86.5	A	P
1436135_at	9	5.9	A	A
1436136_at	155.3	336.9	A	P
1436138_at	49.3	104.7	A	P
1436139_at	3.1	9.9	A	A
1436140_at	113.3	137.1	A	P
1436141_at	18.8	169.6	A	A
1436142_at	44.5	42.6	A	P
1436143_at	454.8	320.2	P	P
1436145_at	32.6	159.4	P	P
1436146_at	8.5	20.8	A	A
1436147_at	91.3	24.9	P	A
1436148_at	21.6	1	A	A
1436150_at	202.7	72.3	A	A
1436151_x_at	249.8	376.7	P	P
1436154_at	10.1	23.8	A	A
1436155_at	193.2	509.2	P	P
1436156_at	674	2695.1	P	P
1436157_at	1219.5	3587	P	P
1436159_at	1255.3	2554.8	P	P
1436160_at	11.4	15.1	A	A
1436161_at	263.4	957.8	P	P
1436163_at	68.5	36.9	A	A
1436164_at	261.6	1283.3	A	P
1436166_at	15	26.6	A	A
1436168_at	5.5	59.7	A	A
1436169_at	5.3	34.2	A	A
1436171_at	75.6	271.2	A	P
1436173_at	1826.8	3083.6	P	P
1436174_at	674.1	3642.7	P	P
1436175_at	202.1	244.6	P	P
1436177_at	210.3	161	A	P
1436178_at	178.1	40.7	A	A
1436181_at	426.9	757.7	P	P
1436183_at	655.4	517.4	P	P
1436184_at	755.3	570.7	P	P
1436185_at	197.3	133	M	P
1436189_at	48.8	143.1	A	P
1436190_at	254.6	101.7	A	A
1436191_at	92.1	592	P	P
1436192_at	491.2	623.7	P	P
1436193_at	358.2	244.8	P	P
1436194_at	267	869.8	P	P
1436195_at	405.9	174.9	P	P
1436196_at	145.2	106.4	P	P
1436197_at	281.9	1146	P	P
1436199_at	43	49.5	A	M
1436200_at	11.4	204.5	A	A
1436202_at	300.9	2037.1	P	P
1436203_a_at	33.5	188.3	A	P
1436204_at	10.8	224	A	P
1436205_at	48.9	39.8	A	A
1436206_at	195.5	86.8	A	A
1436208_at	290.7	401.5	P	P
1436209_at	131.1	219.4	P	P
1436210_at	89.6	630.2	P	P
1436211_at	153.1	190	P	P
1436215_at	423.2	1442.9	P	P
1436216_s_at	1980.6	498.3	P	P
1436217_at	115.4	125	P	P
1436218_at	74.1	75.4	P	P
1436219_at	80.8	236.3	A	P
1436220_at	205.5	100.2	P	P
1436221_at	110.7	12	A	A
1436223_at	71.8	11.6	P	P
1436224_at	311.6	86.8	P	P
1436225_at	112.4	61.1	A	A
1436227_at	6.4	1502.8	A	P
1436229_at	70.2	293	A	P
1436230_at	33.5	16.4	A	A
1436231_at	50	13.7	A	A
1436233_at	34.7	29.8	A	A
1436237_at	160	61.1	P	P
1436238_at	41.7	12.9	A	A
1436239_at	12.2	109	A	P
1436240_at	117.9	3259.1	P	P
1436245_at	9.2	12.3	A	A
1436246_at	29.8	6.3	A	A
1436247_at	600.3	1830.5	P	P
1436248_at	147.8	217.2	M	P
1436249_at	538	587	P	P
1436250_at	78.3	23.9	A	A
1436251_at	13.2	4.6	A	A
1436252_at	283.2	198.6	A	A
1436254_at	8.4	55.3	A	A
1436256_at	50.5	282.3	A	P
1436257_at	66.1	122.4	P	P
1436258_at	2.4	0.3	A	A
1436259_at	4.9	13.1	A	A
1436260_at	17.2	8	A	A
1436263_at	9.7	94.7	A	P
1436264_at	9.1	58.6	A	P
1436265_at	5.4	3.1	A	A
1436268_at	60.9	30	A	A
1436271_at	6.6	2.6	A	A
1436273_at	171.1	95	A	P
1436274_at	5.5	18.2	A	A
1436275_at	3.8	116	A	A
1436276_at	61.9	24	A	A
1436278_at	28.8	106.8	A	P
1436279_at	51.2	0.3	A	A
1436280_at	21.6	80	A	P
1436281_at	133.6	513.2	P	P
1436282_at	7.1	0.5	A	A
1436283_at	5.1	1.3	A	A
1436284_s_at	64.6	34.6	A	A
1436285_at	2.2	26.6	A	A
1436286_at	3	24.3	A	A
1436287_at	8.5	1293.5	A	P
1436288_at	147.6	80.2	A	P
1436290_at	5	5.8	A	A
1436293_x_at	170.6	45.7	P	A
1436294_at	17.2	12.8	A	A
1436295_at	33.6	5.1	A	A
1436296_x_at	26	79	A	P
1436299_at	2068.6	2116.8	P	P
1436302_at	875.5	752.1	P	P
1436303_at	826.9	2511.7	P	P
1436304_at	417.4	40.1	P	A
1436305_at	1070.7	178.3	P	P
1436306_at	316.2	617.7	P	P
1436309_at	160.4	128.4	P	P
1436310_at	731.9	2183.9	P	P
1436311_at	144.5	528.6	P	P
1436312_at	3.6	30.8	A	A
1436313_at	53.4	130.4	A	P
1436314_at	116.1	986.8	P	P
1436317_at	45.1	780.4	A	P
1436318_at	331.3	1605.1	P	P
1436319_at	1482	244.2	P	P
1436321_at	35.5	2014.6	A	P
1436322_a_at	782.7	619.2	P	P
1436323_at	731.7	628.4	P	P
1436324_at	88.5	70.6	P	M
1436325_at	78.6	68.2	A	P
1436326_at	69.5	57.8	P	P
1436328_at	127	389.6	P	P
1436329_at	289.1	89.8	P	P
1436330_x_at	14	309.5	A	P
1436331_at	188.7	118	A	P
1436332_at	1019.5	102	P	P
1436333_a_at	306.8	301.8	P	P
1436334_at	251.4	308	M	P
1436335_at	12.1	77.9	A	A
1436338_at	550.1	385.7	P	P
1436340_at	30.1	134	A	P
1436345_at	381.4	626.9	A	P
1436346_at	994.4	102.3	P	A
1436347_a_at	53.9	191.2	A	P
1436350_at	117	93.6	M	P
1436352_at	344.4	781.7	P	P
1436353_at	253.9	970.3	P	P
1436354_at	906	144.2	P	P
1436355_at	15.7	133.2	A	P
1436356_at	1623.3	56.6	P	P
1436358_at	103.4	795.8	A	P
1436359_at	49.2	16.9	A	A
1436360_at	338	354.8	P	P
1436361_at	110.2	72.5	A	A
1436365_at	50.7	10.4	A	A
1436367_at	6	38	A	A
1436368_at	294.2	110.5	P	P
1436369_at	4.9	80.7	A	A
1436371_at	45.9	63.2	A	A
1436373_at	314.6	169.4	P	P
1436375_at	416.2	1108.9	A	P
1436376_s_at	464.2	1533.4	P	P
1436377_at	325.9	178.5	P	P
1436378_at	211.3	128.8	P	P
1436379_at	1169.6	114.2	P	A
1436380_at	274.2	143.1	A	A
1436381_at	41.8	490.6	A	P
1436383_at	41.3	15.4	A	A
1436386_x_at	22.4	223.9	A	P
1436387_at	48.1	243.6	A	P
1436389_at	941.7	773.1	P	P
1436395_at	11.8	43.6	A	P
1436396_at	113.9	123.9	A	M
1436397_at	5.4	3	A	A
1436398_at	23.7	58.1	A	P
1436400_at	36	508.5	A	P
1436401_at	84	166	A	P
1436403_at	590.3	66.2	P	A
1436405_at	55.7	126.6	M	P
1436406_at	61.2	21	A	A
1436407_at	54.3	3.6	A	A
1436408_at	69.8	33.7	A	A
1436410_at	17.8	7.2	A	A
1436411_at	6.1	1.8	A	A
1436412_at	10.5	468.1	A	P
1436413_at	57.8	10.1	A	A
1436414_at	354.4	153.3	P	P
1436415_at	243.8	174.2	P	P
1436417_at	12.9	96.5	A	P
1436418_at	3.3	0.3	A	A
1436422_at	328.1	218.1	P	P
1436423_at	18	62.3	A	A
1436424_at	233.9	660.8	P	P
1436425_at	131.5	87.7	P	P
1436426_at	208.3	255.2	P	P
1436428_at	91.3	22.5	A	A
1436429_at	45.2	34	A	P
1436430_at	90.1	31.2	A	A
1436431_at	311	100.9	P	P
1436432_at	14.6	12.1	A	A
1436433_at	9.4	34.6	A	A
1436434_at	44.1	151.3	A	P
1436435_at	28	11.6	A	A
1436436_at	314.2	738	P	P
1436437_at	88.7	52.3	A	A
1436438_s_at	173.1	90.4	P	P
1436439_at	9	6.9	A	A
1436440_at	18.8	173.3	A	P
1436441_at	34.1	40	A	M
1436444_at	22.5	4.6	A	A
1436445_at	16.9	7.8	A	A
1436446_at	285.8	491	P	P
1436447_at	65.1	50.8	A	P
1436449_at	10.9	0.9	A	A
1436450_at	64.4	79.7	A	P
1436453_at	3.8	1.6	A	A
1436455_at	3.1	33.7	A	A
1436456_at	96.5	247.1	P	P
1436457_at	141	76.8	A	P
1436458_at	169	43.8	A	A
1436459_at	225.7	45.4	P	P
1436460_at	209.1	528.4	P	P
1436461_at	25.2	5.1	A	A
1436463_at	1.7	2.1	A	A
1436464_at	4.7	8	A	A
1436465_at	29.9	20.9	A	A
1436466_at	5.3	31.1	A	A
1436467_at	89.6	12.2	A	A
1436468_at	55.5	11.3	A	A
1436469_at	31.9	44.6	A	P
1436470_at	9.2	100.7	A	P
1436471_at	182.9	127.9	P	P
1436472_at	53.4	276.1	A	A
1436473_at	97.6	172.8	P	P
1436474_at	15.3	25.5	A	A
1436475_at	192	14.9	P	P
1436476_at	36.2	21.9	A	A
1436478_at	41.5	58.4	A	P
1436481_at	4	170	A	P
1436483_at	37.9	0.6	A	A
1436484_at	43.3	2.5	A	A
1436485_s_at	28.7	116.3	A	P
1436486_x_at	49.2	88.9	A	P
1436488_at	35.6	5.5	A	A
1436489_x_at	361.7	207.1	P	P
1436491_at	5.2	2.6	A	A
1436492_x_at	14.2	253.3	A	P
1436493_at	94.7	31	A	A
1436496_at	1.6	1	A	A
1436497_at	19.5	1.3	A	A
1436499_at	1351.3	1251	P	P
1436501_at	128.5	163.2	P	P
1436502_at	83.8	133.4	A	P
1436503_at	29.5	4.6	A	A
1436507_at	1296.2	243.5	P	P
1436508_at	1199	494.4	P	P
1436509_at	3888.4	1284.9	P	P
1436511_at	1522.5	3466.6	P	P
1436513_at	139.9	154.2	A	P
1436514_at	830.2	361.7	P	P
1436515_at	293.3	267.5	P	P
1436516_at	243.5	500.7	P	P
1436518_at	557.8	323.7	P	P
1436520_at	1045.5	274.9	P	P
1436521_at	175.2	37.9	A	M
1436523_s_at	4737.7	4810.3	P	P
1436524_at	35	65.8	A	M
1436526_at	75.8	194.3	P	P
1436527_at	3.5	33.6	A	A
1436529_at	45.4	9.2	A	A
1436530_at	17.3	49.4	A	A
1436531_at	306.1	960	P	P
1436532_at	22.6	44.4	A	A
1436533_at	117.5	142.4	P	P
1436534_at	337.2	757.2	P	P
1436535_at	196.7	374.9	P	P
1436536_at	80.6	140.4	A	P
1436537_at	146.3	95.1	A	A
1436538_at	227.3	646.2	P	P
1436539_at	7.6	81	A	A
1436540_at	245.7	1064.5	P	P
1436541_at	657.5	1674.8	P	P
1436543_at	241.1	1708.8	P	P
1436544_at	28.2	187.6	A	P
1436545_at	637.7	381	P	P
1436546_at	2421.6	197.2	P	P
1436548_at	40.7	129.7	A	P
1436550_at	98.5	452.3	P	P
1436551_at	231.3	112.4	P	A
1436552_at	3.9	21	A	A
1436553_at	14	6.8	A	A
1436554_at	257.2	343.1	A	P
1436555_at	86.3	214.8	A	P
1436556_at	8.3	49.2	A	P
1436557_at	15.1	37.9	A	A
1436560_at	34.4	129.7	A	M
1436562_at	494.6	1731.1	P	P
1436564_at	121.9	185	A	P
1436568_at	92.9	447.4	A	P
1436569_at	2.1	19.9	A	P
1436571_at	306.7	344.4	P	P
1436572_at	97.8	423.8	A	P
1436574_at	24.4	2765.3	A	P
1436575_at	88	3.9	A	A
1436576_at	3.7	123.2	A	P
1436577_at	73.3	40.7	A	A
1436578_at	44	1.1	A	A
1436579_s_at	76.2	4.6	A	A
1436581_at	72.3	379.8	P	P
1436582_at	70.4	129.5	A	P
1436583_at	10.4	103.7	A	P
1436585_at	29.3	2435.4	A	P
1436587_at	165.5	73.4	P	M
1436590_at	122.2	131.8	P	P
1436591_at	98.7	402	A	P
1436592_at	44.9	153.3	A	P
1436593_at	6.8	5.9	A	A
1436594_at	244	329.1	P	P
1436595_at	531.6	644.6	P	P
1436596_at	119.2	310.8	P	P
1436597_at	60.5	354.4	A	P
1436598_at	10.7	30.6	A	A
1436599_at	9.2	54.8	A	A
1436600_at	77.3	163	A	P
1436601_at	241.5	102.8	P	A
1436602_x_at	1.1	18	A	P
1436603_at	110	242.7	A	P
1436604_at	99.5	79.7	A	P
1436605_at	111.8	76.7	A	P
1436606_at	378.3	516.6	P	P
1436607_a_at	12.3	202.5	A	P
1436608_at	104.9	523.5	A	P
1436610_at	36.1	40.1	A	P
1436611_at	4.2	0.8	A	A
1436612_at	79.1	46.8	A	A
1436614_at	597.4	52.2	P	P
1436617_at	206.1	105.1	A	A
1436618_at	132.5	70.4	P	P
1436619_at	103.6	1493.6	P	P
1436621_at	172.5	127.8	A	A
1436622_at	27.2	37.5	A	A
1436624_at	156.2	54.4	P	A
1436625_at	20.7	20	A	A
1436626_at	72.3	4.5	A	A
1436627_at	22.2	30.4	A	A
1436628_at	13.1	36.9	A	A
1436629_at	10.5	42.2	A	P
1436630_at	32.9	118.8	A	A
1436631_at	62.3	274.6	A	P
1436632_at	142.5	400.6	A	P
1436633_at	83.3	38.4	A	A
1436634_at	4.5	3.6	A	A
1436635_at	314.7	125.3	P	P
1436636_at	69.7	39.6	A	P
1436637_at	119.3	272.5	M	P
1436638_at	6.7	80.8	A	P
1436640_x_at	3508.5	1675.7	P	P
1436641_at	59.8	177.4	A	P
1436642_x_at	24.3	77.7	A	A
1436644_x_at	10.4	70.8	A	A
1436646_at	2.6	0.9	A	A
1436647_at	18	101.3	A	P
1436648_at	132.8	69.3	P	M
1436649_at	9.9	16.3	A	P
1436650_at	25.1	7.2	A	A
1436651_at	11.4	7.1	A	A
1436652_at	10.6	145.7	A	P
1436654_at	82.4	473.8	A	P
1436656_at	8	10.2	A	A
1436657_at	12.7	90.8	A	A
1436659_at	287.4	39.6	P	A
1436660_at	200.8	240.2	P	P
1436661_at	56.8	6.4	A	A
1436662_at	7.7	1.4	A	A
1436663_at	9.7	2.6	A	A
1436666_at	62.2	40.2	A	A
1436667_at	5.4	6.1	A	A
1436671_at	44.1	23	A	A
1436672_at	4.2	27.8	A	A
1436673_at	239.1	197	P	P
1436675_at	118.7	21	P	A
1436676_at	48.9	27.8	A	A
1436678_at	51.6	26.8	A	A
1436679_at	61	7.4	A	A
1436683_at	4.4	10.3	A	A
1436685_at	24	3.2	A	A
1436690_at	15.9	13.6	A	P
1436692_at	29.4	68.2	A	P
1436694_s_at	5.3	4.9	A	A
1436695_x_at	169.1	156.1	A	P
1436697_at	308.4	109.8	A	P
1436698_x_at	63.4	11.4	P	A
1436700_a_at	44	5.4	A	A
1436701_at	4.1	16.2	A	A
1436702_at	50.7	53.3	A	P
1436705_at	1778.4	1245.4	P	P
1436706_at	582.5	331.9	P	P
1436709_at	378.3	598	A	P
1436710_at	154.4	216.2	P	P
1436711_at	365.2	349.4	A	P
1436712_at	6.2	41.4	A	P
1436718_at	1.7	0.3	A	A
1436719_at	24	20.1	A	A
1436720_s_at	2.9	12.2	A	A
1436721_x_at	20.2	20.2	A	A
1436723_at	556.1	585.5	P	P
1436725_at	196.9	416.6	M	P
1436728_s_at	488.8	913.9	P	P
1436729_at	2499.7	775.4	P	P
1436731_at	24.1	14.8	A	A
1436732_s_at	2868	1267.2	P	P
1436733_at	15	21.1	A	A
1436734_at	5.8	16.6	A	A
1436735_at	82.6	371.1	P	P
1436738_at	439.6	1009.4	P	P
1436739_at	118.6	48.4	A	A
1436740_at	11.4	1236.6	A	P
1436741_at	111.2	27.9	P	A
1436742_a_at	7.7	509.7	A	P
1436743_at	10.7	0.3	A	A
1436744_x_at	28.8	1.8	A	A
1436745_at	830.5	630	P	P
1436749_at	16.2	88.2	A	A
1436751_at	5.8	23.6	A	A
1436752_at	268.5	289.3	P	P
1436753_at	441.2	521.7	P	P
1436754_at	63.7	90.1	A	P
1436755_at	3.3	3.2	A	A
1436758_at	173.8	303.2	P	P
1436764_at	193.9	313.4	P	P
1436765_at	77.5	232.4	P	P
1436772_at	19.3	9.5	A	A
1436774_at	1187.6	847.5	P	P
1436777_at	170.8	114.6	P	P
1436778_at	50.6	40.3	A	P
1436779_at	2.4	59.9	A	P
1436785_a_at	367.2	101.8	A	A
1436786_at	14.7	37.2	A	A
1436787_x_at	12.2	25.2	A	A
1436789_at	59.3	220	A	P
1436792_at	55.8	260.2	A	P
1436793_at	85.9	25.3	A	A
1436794_at	5.1	710.7	A	P
1436795_at	417	335.3	P	P
1436796_at	952.8	1996.4	P	P
1436799_at	64.4	694.7	A	P
1436800_at	12	4.2	A	A
1436805_at	207.6	29.1	A	A
1436808_x_at	5802.3	7508.7	P	P
1436811_at	1144.8	2036.4	P	P
1436812_at	963.8	368.9	P	P
1436813_x_at	2787.8	2114	P	P
1436814_at	28.2	7.8	A	A
1436815_x_at	3.5	16.1	A	A
1436817_at	463.5	879.3	P	P
1436818_a_at	382.7	1240.2	P	P
1436821_at	5	6.9	A	A
1436825_a_at	3.5	7.3	A	A
1436826_at	646.4	980.1	P	P
1436827_at	326	634.4	P	P
1436829_at	13.7	44.3	A	M
1436830_at	139.8	81.6	P	P
1436831_at	4.1	26.5	A	P
1436832_at	9.3	94.4	A	A
1436837_at	2	430.6	A	P
1436841_at	262.2	238.3	P	P
1436842_at	314.5	180.4	P	P
1436843_at	123.4	154.4	P	P
1436844_at	19.1	176.2	A	P
1436847_s_at	7104.5	5059.2	P	P
1436850_at	3.7	8.2	A	A
1436852_at	77.1	149.9	A	P
1436855_at	63.7	78.6	A	P
1436857_at	2.8	2.8	A	A
1436858_at	1434.8	597.1	P	P
1436860_at	114.2	82.1	A	A
1436864_at	34.7	43.6	A	P
1436865_at	104.9	119.9	A	M
1436866_at	520.6	186.4	P	P
1436867_at	19.8	403.2	A	P
1436868_at	135.5	79.9	A	P
1436869_at	243.4	90.8	A	M
1436870_s_at	96.8	92.2	P	P
1436873_at	12.2	7.9	A	A
1436875_at	3.9	9	A	A
1436876_at	7.7	5.7	A	A
1436877_at	64.2	108.2	A	P
1436878_at	143.1	51	A	A
1436883_at	818.2	3152.1	P	P
1436888_at	3.8	12.4	A	A
1436891_at	4.2	163.3	A	P
1436892_at	396.8	475.8	P	P
1436894_at	10.3	12.6	A	A
1436895_at	67.8	75.8	A	P
1436897_at	1204.8	93.6	P	P
1436901_at	25.6	8.3	A	A
1436903_at	24.8	3.6	A	A
1436904_at	9.9	94	A	P
1436907_at	541	561.4	P	P
1436911_at	20.5	196.8	A	P
1436913_at	43.4	84.7	A	P
1436914_at	182.5	494.9	P	P
1436916_at	19	18.8	A	P
1436918_at	678.9	338.2	P	P
1436919_at	252.8	349	A	P
1436920_at	8.4	15.6	A	A
1436925_at	535.8	1290.8	P	P
1436927_at	43.8	59	A	A
1436931_at	2.6	20.4	A	A
1436932_at	24.9	430.3	A	P
1436933_at	25.5	53.9	A	M
1436937_at	469.3	4.5	P	A
1436938_at	1804.3	47.4	P	A
1436939_at	19.1	2.3	A	A
1436941_at	188.9	327.2	A	P
1436942_at	334.2	234.1	P	P
1436943_at	93.6	49	A	A
1436948_a_at	2.5	22.4	A	A
1436957_at	4.1	31.8	A	A
1436960_at	823.5	1169.7	P	P
1436961_at	124.2	78.6	A	M
1436962_at	104.2	44.4	A	A
1436964_at	34.9	2014.3	A	P
1436966_at	132.7	95.5	P	P
1436967_at	11	270.7	A	P
1436968_x_at	37.3	435.3	P	P
1436969_at	9.7	1.5	A	A
1436972_at	61.9	48.4	P	P
1436974_at	87	27	A	P
1436975_at	25.7	22.8	A	A
1436976_a_at	11.3	191.2	A	P
1436977_at	12.7	44.1	A	A
1436978_at	210.4	49.4	P	A
1436982_at	294.9	962.7	P	P
1436983_at	523.7	225.2	P	P
1436984_at	648.4	1535.8	P	P
1436985_at	129.2	369.9	P	P
1436987_at	3.2	0.9	A	A
1436988_at	16.9	10.5	A	A
1436999_at	614.7	778.7	P	P
1437001_at	839.3	608.4	P	P
1437002_at	108.6	474	A	P
1437003_at	165.1	242.7	P	P
1437010_a_at	41.4	7	A	A
